"","flickr_order","ensemble","project_sample_id","image_id","habitat","plot_id","locality","longitude","latitude","elevation","date","month","plot_id_2","unique_plot_month","plot_x_month_id","x","x_1","x_2","x_3","x_4","image_id_1","habitat_2","plotid","locality_2","longitude_2","latitude_2","elevation_2","collection_date","x_5","x_6","x_7","count_type","count"
"11",134,2,"Huat_NHMUK015578748-04","Huat11 09-01-22 d_thumbnail","Preserved tropical dry forest","Huat11","HNP 2","-96.195547","15.769442","N/A","2022-01-09",1,"11","11","1",NA,NA,NA,NA,NA,"NHMUK015580258-02_thumbnail","Preserved tropical dry forest","Huat14","HNP 5",-96.203467,15.769125,"N/A","2022-06-18",NA,NA,NA,"G5.Lampyridae",0
"12",134,2,"Huat_NHMUK015578748-04","Huat11 09-01-22 d_thumbnail","Preserved tropical dry forest","Huat11","HNP 2","-96.195547","15.769442","N/A","2022-01-09",1,"11","11","1",NA,NA,NA,NA,NA,"NHMUK015580258-02_thumbnail","Preserved tropical dry forest","Huat14","HNP 5",-96.203467,15.769125,"N/A","2022-06-18",NA,NA,NA,"Total.Individuals",28
"13",137,2,"Huat_NHMUK015578748-03","Huat11 09-01-22 c_thumbnail","Preserved tropical dry forest","Huat11","HNP 2","-96.195547","15.769442","N/A","2022-01-09",1,"11","11","1",NA,NA,NA,NA,NA,"NHMUK015580258-01_thumbnail","Preserved tropical dry forest","Huat14","HNP 5",-96.203467,15.769125,"N/A","2022-06-18",NA,NA,NA,"G1.Elateridae",0
"14",137,2,"Huat_NHMUK015578748-03","Huat11 09-01-22 c_thumbnail","Preserved tropical dry forest","Huat11","HNP 2","-96.195547","15.769442","N/A","2022-01-09",1,"11","11","1",NA,NA,NA,NA,NA,"NHMUK015580258-01_thumbnail","Preserved tropical dry forest","Huat14","HNP 5",-96.203467,15.769125,"N/A","2022-06-18",NA,NA,NA,"G2.Cerambycidae",0
"15",137,2,"Huat_NHMUK015578748-03","Huat11 09-01-22 c_thumbnail","Preserved tropical dry forest","Huat11","HNP 2","-96.195547","15.769442","N/A","2022-01-09",1,"11","11","1",NA,NA,NA,NA,NA,"NHMUK015580258-01_thumbnail","Preserved tropical dry forest","Huat14","HNP 5",-96.203467,15.769125,"N/A","2022-06-18",NA,NA,NA,"G3.Curculionidae",0
"16",137,2,"Huat_NHMUK015578748-03","Huat11 09-01-22 c_thumbnail","Preserved tropical dry forest","Huat11","HNP 2","-96.195547","15.769442","N/A","2022-01-09",1,"11","11","1",NA,NA,NA,NA,NA,"NHMUK015580258-01_thumbnail","Preserved tropical dry forest","Huat14","HNP 5",-96.203467,15.769125,"N/A","2022-06-18",NA,NA,NA,"G4.Scarabaeidae",0
"17",137,2,"Huat_NHMUK015578748-03","Huat11 09-01-22 c_thumbnail","Preserved tropical dry forest","Huat11","HNP 2","-96.195547","15.769442","N/A","2022-01-09",1,"11","11","1",NA,NA,NA,NA,NA,"NHMUK015580258-01_thumbnail","Preserved tropical dry forest","Huat14","HNP 5",-96.203467,15.769125,"N/A","2022-06-18",NA,NA,NA,"G5.Lampyridae",0
"18",137,2,"Huat_NHMUK015578748-03","Huat11 09-01-22 c_thumbnail","Preserved tropical dry forest","Huat11","HNP 2","-96.195547","15.769442","N/A","2022-01-09",1,"11","11","1",NA,NA,NA,NA,NA,"NHMUK015580258-01_thumbnail","Preserved tropical dry forest","Huat14","HNP 5",-96.203467,15.769125,"N/A","2022-06-18",NA,NA,NA,"Total.Individuals",36
"19",312,2,"Huat_NHMUK015578748-01","Huat11 09-01-22 a_thumbnail","Preserved tropical dry forest","Huat11","HNP 2","-96.195547","15.769442","N/A","2022-01-09",1,"11","11","1",NA,NA,NA,NA,NA,"NHMUK015580256-06_thumbnail","Preserved tropical dry forest","Huat12","HNP 3",-96.191631,15.766819,"N/A","2022-06-04",NA,NA,NA,"G1.Elateridae",0
"20",312,2,"Huat_NHMUK015578748-01","Huat11 09-01-22 a_thumbnail","Preserved tropical dry forest","Huat11","HNP 2","-96.195547","15.769442","N/A","2022-01-09",1,"11","11","1",NA,NA,NA,NA,NA,"NHMUK015580256-06_thumbnail","Preserved tropical dry forest","Huat12","HNP 3",-96.191631,15.766819,"N/A","2022-06-04",NA,NA,NA,"G2.Cerambycidae",0
"21",312,2,"Huat_NHMUK015578748-01","Huat11 09-01-22 a_thumbnail","Preserved tropical dry forest","Huat11","HNP 2","-96.195547","15.769442","N/A","2022-01-09",1,"11","11","1",NA,NA,NA,NA,NA,"NHMUK015580256-06_thumbnail","Preserved tropical dry forest","Huat12","HNP 3",-96.191631,15.766819,"N/A","2022-06-04",NA,NA,NA,"G3.Curculionidae",2
"22",312,2,"Huat_NHMUK015578748-01","Huat11 09-01-22 a_thumbnail","Preserved tropical dry forest","Huat11","HNP 2","-96.195547","15.769442","N/A","2022-01-09",1,"11","11","1",NA,NA,NA,NA,NA,"NHMUK015580256-06_thumbnail","Preserved tropical dry forest","Huat12","HNP 3",-96.191631,15.766819,"N/A","2022-06-04",NA,NA,NA,"G4.Scarabaeidae",0
"23",312,2,"Huat_NHMUK015578748-01","Huat11 09-01-22 a_thumbnail","Preserved tropical dry forest","Huat11","HNP 2","-96.195547","15.769442","N/A","2022-01-09",1,"11","11","1",NA,NA,NA,NA,NA,"NHMUK015580256-06_thumbnail","Preserved tropical dry forest","Huat12","HNP 3",-96.191631,15.766819,"N/A","2022-06-04",NA,NA,NA,"G5.Lampyridae",0
"24",312,2,"Huat_NHMUK015578748-01","Huat11 09-01-22 a_thumbnail","Preserved tropical dry forest","Huat11","HNP 2","-96.195547","15.769442","N/A","2022-01-09",1,"11","11","1",NA,NA,NA,NA,NA,"NHMUK015580256-06_thumbnail","Preserved tropical dry forest","Huat12","HNP 3",-96.191631,15.766819,"N/A","2022-06-04",NA,NA,NA,"Total.Individuals",5
"25",342,3,"Huat_NHMUK015580227-01","Huat_NHMUK015580227-01_thumbnail","Preserved tropical dry forest","Huat13","HNP 4","-96.203078","15.766389","N/A","2022-01-09",1,"13","13","2",NA,NA,NA,NA,NA,"NHMUK015580256-05_thumbnail","Preserved tropical dry forest","Huat12","HNP 3",-96.191631,15.766819,"N/A","2022-06-04",NA,NA,NA,"G1.Elateridae",0
"26",342,3,"Huat_NHMUK015580227-01","Huat_NHMUK015580227-01_thumbnail","Preserved tropical dry forest","Huat13","HNP 4","-96.203078","15.766389","N/A","2022-01-09",1,"13","13","2",NA,NA,NA,NA,NA,"NHMUK015580256-05_thumbnail","Preserved tropical dry forest","Huat12","HNP 3",-96.191631,15.766819,"N/A","2022-06-04",NA,NA,NA,"G2.Cerambycidae",0
"27",342,3,"Huat_NHMUK015580227-01","Huat_NHMUK015580227-01_thumbnail","Preserved tropical dry forest","Huat13","HNP 4","-96.203078","15.766389","N/A","2022-01-09",1,"13","13","2",NA,NA,NA,NA,NA,"NHMUK015580256-05_thumbnail","Preserved tropical dry forest","Huat12","HNP 3",-96.191631,15.766819,"N/A","2022-06-04",NA,NA,NA,"G3.Curculionidae",2
"28",342,3,"Huat_NHMUK015580227-01","Huat_NHMUK015580227-01_thumbnail","Preserved tropical dry forest","Huat13","HNP 4","-96.203078","15.766389","N/A","2022-01-09",1,"13","13","2",NA,NA,NA,NA,NA,"NHMUK015580256-05_thumbnail","Preserved tropical dry forest","Huat12","HNP 3",-96.191631,15.766819,"N/A","2022-06-04",NA,NA,NA,"G4.Scarabaeidae",0
"29",342,3,"Huat_NHMUK015580227-01","Huat_NHMUK015580227-01_thumbnail","Preserved tropical dry forest","Huat13","HNP 4","-96.203078","15.766389","N/A","2022-01-09",1,"13","13","2",NA,NA,NA,NA,NA,"NHMUK015580256-05_thumbnail","Preserved tropical dry forest","Huat12","HNP 3",-96.191631,15.766819,"N/A","2022-06-04",NA,NA,NA,"G5.Lampyridae",0
"30",342,3,"Huat_NHMUK015580227-01","Huat_NHMUK015580227-01_thumbnail","Preserved tropical dry forest","Huat13","HNP 4","-96.203078","15.766389","N/A","2022-01-09",1,"13","13","2",NA,NA,NA,NA,NA,"NHMUK015580256-05_thumbnail","Preserved tropical dry forest","Huat12","HNP 3",-96.191631,15.766819,"N/A","2022-06-04",NA,NA,NA,"Total.Individuals",8
"31",343,3,"Huat_NHMUK015580227-02","Huat_NHMUK015580227-02_thumbnail","Preserved tropical dry forest","Huat13","HNP 4","-96.203078","15.766389","N/A","2022-01-09",1,"13","13","2",NA,NA,NA,NA,NA,"NHMUK015580256-04_thumbnail","Preserved tropical dry forest","Huat12","HNP 3",-96.191631,15.766819,"N/A","2022-06-04",NA,NA,NA,"G1.Elateridae",0
"32",343,3,"Huat_NHMUK015580227-02","Huat_NHMUK015580227-02_thumbnail","Preserved tropical dry forest","Huat13","HNP 4","-96.203078","15.766389","N/A","2022-01-09",1,"13","13","2",NA,NA,NA,NA,NA,"NHMUK015580256-04_thumbnail","Preserved tropical dry forest","Huat12","HNP 3",-96.191631,15.766819,"N/A","2022-06-04",NA,NA,NA,"G2.Cerambycidae",0
"33",343,3,"Huat_NHMUK015580227-02","Huat_NHMUK015580227-02_thumbnail","Preserved tropical dry forest","Huat13","HNP 4","-96.203078","15.766389","N/A","2022-01-09",1,"13","13","2",NA,NA,NA,NA,NA,"NHMUK015580256-04_thumbnail","Preserved tropical dry forest","Huat12","HNP 3",-96.191631,15.766819,"N/A","2022-06-04",NA,NA,NA,"G3.Curculionidae",0
"34",343,3,"Huat_NHMUK015580227-02","Huat_NHMUK015580227-02_thumbnail","Preserved tropical dry forest","Huat13","HNP 4","-96.203078","15.766389","N/A","2022-01-09",1,"13","13","2",NA,NA,NA,NA,NA,"NHMUK015580256-04_thumbnail","Preserved tropical dry forest","Huat12","HNP 3",-96.191631,15.766819,"N/A","2022-06-04",NA,NA,NA,"G4.Scarabaeidae",0
"35",343,3,"Huat_NHMUK015580227-02","Huat_NHMUK015580227-02_thumbnail","Preserved tropical dry forest","Huat13","HNP 4","-96.203078","15.766389","N/A","2022-01-09",1,"13","13","2",NA,NA,NA,NA,NA,"NHMUK015580256-04_thumbnail","Preserved tropical dry forest","Huat12","HNP 3",-96.191631,15.766819,"N/A","2022-06-04",NA,NA,NA,"G5.Lampyridae",0
"36",343,3,"Huat_NHMUK015580227-02","Huat_NHMUK015580227-02_thumbnail","Preserved tropical dry forest","Huat13","HNP 4","-96.203078","15.766389","N/A","2022-01-09",1,"13","13","2",NA,NA,NA,NA,NA,"NHMUK015580256-04_thumbnail","Preserved tropical dry forest","Huat12","HNP 3",-96.191631,15.766819,"N/A","2022-06-04",NA,NA,NA,"Total.Individuals",3
"37",344,3,"Huat_NHMUK015580227-03","Huat_NHMUK015580227-03_thumbnail","Preserved tropical dry forest","Huat13","HNP 4","-96.203078","15.766389","N/A","2022-01-09",1,"13","13","2",NA,NA,NA,NA,NA,"NHMUK015580256-03_thumbnail","Preserved tropical dry forest","Huat12","HNP 3",-96.191631,15.766819,"N/A","2022-06-04",NA,NA,NA,"G1.Elateridae",0
"38",344,3,"Huat_NHMUK015580227-03","Huat_NHMUK015580227-03_thumbnail","Preserved tropical dry forest","Huat13","HNP 4","-96.203078","15.766389","N/A","2022-01-09",1,"13","13","2",NA,NA,NA,NA,NA,"NHMUK015580256-03_thumbnail","Preserved tropical dry forest","Huat12","HNP 3",-96.191631,15.766819,"N/A","2022-06-04",NA,NA,NA,"G2.Cerambycidae",1
"39",344,3,"Huat_NHMUK015580227-03","Huat_NHMUK015580227-03_thumbnail","Preserved tropical dry forest","Huat13","HNP 4","-96.203078","15.766389","N/A","2022-01-09",1,"13","13","2",NA,NA,NA,NA,NA,"NHMUK015580256-03_thumbnail","Preserved tropical dry forest","Huat12","HNP 3",-96.191631,15.766819,"N/A","2022-06-04",NA,NA,NA,"G3.Curculionidae",0
"40",344,3,"Huat_NHMUK015580227-03","Huat_NHMUK015580227-03_thumbnail","Preserved tropical dry forest","Huat13","HNP 4","-96.203078","15.766389","N/A","2022-01-09",1,"13","13","2",NA,NA,NA,NA,NA,"NHMUK015580256-03_thumbnail","Preserved tropical dry forest","Huat12","HNP 3",-96.191631,15.766819,"N/A","2022-06-04",NA,NA,NA,"G4.Scarabaeidae",0
"41",344,3,"Huat_NHMUK015580227-03","Huat_NHMUK015580227-03_thumbnail","Preserved tropical dry forest","Huat13","HNP 4","-96.203078","15.766389","N/A","2022-01-09",1,"13","13","2",NA,NA,NA,NA,NA,"NHMUK015580256-03_thumbnail","Preserved tropical dry forest","Huat12","HNP 3",-96.191631,15.766819,"N/A","2022-06-04",NA,NA,NA,"G5.Lampyridae",0
"42",344,3,"Huat_NHMUK015580227-03","Huat_NHMUK015580227-03_thumbnail","Preserved tropical dry forest","Huat13","HNP 4","-96.203078","15.766389","N/A","2022-01-09",1,"13","13","2",NA,NA,NA,NA,NA,"NHMUK015580256-03_thumbnail","Preserved tropical dry forest","Huat12","HNP 3",-96.191631,15.766819,"N/A","2022-06-04",NA,NA,NA,"Total.Individuals",1
"43",345,3,"Huat_NHMUK015580227-04","Huat_NHMUK015580227-04_thumbnail","Preserved tropical dry forest","Huat13","HNP 4","-96.203078","15.766389","N/A","2022-01-09",1,"13","13","2",NA,NA,NA,NA,NA,"NHMUK015580256-02_thumbnail","Preserved tropical dry forest","Huat12","HNP 3",-96.191631,15.766819,"N/A","2022-06-04",NA,NA,NA,"G1.Elateridae",0
"44",345,3,"Huat_NHMUK015580227-04","Huat_NHMUK015580227-04_thumbnail","Preserved tropical dry forest","Huat13","HNP 4","-96.203078","15.766389","N/A","2022-01-09",1,"13","13","2",NA,NA,NA,NA,NA,"NHMUK015580256-02_thumbnail","Preserved tropical dry forest","Huat12","HNP 3",-96.191631,15.766819,"N/A","2022-06-04",NA,NA,NA,"G2.Cerambycidae",0
"45",345,3,"Huat_NHMUK015580227-04","Huat_NHMUK015580227-04_thumbnail","Preserved tropical dry forest","Huat13","HNP 4","-96.203078","15.766389","N/A","2022-01-09",1,"13","13","2",NA,NA,NA,NA,NA,"NHMUK015580256-02_thumbnail","Preserved tropical dry forest","Huat12","HNP 3",-96.191631,15.766819,"N/A","2022-06-04",NA,NA,NA,"G3.Curculionidae",2
"46",345,3,"Huat_NHMUK015580227-04","Huat_NHMUK015580227-04_thumbnail","Preserved tropical dry forest","Huat13","HNP 4","-96.203078","15.766389","N/A","2022-01-09",1,"13","13","2",NA,NA,NA,NA,NA,"NHMUK015580256-02_thumbnail","Preserved tropical dry forest","Huat12","HNP 3",-96.191631,15.766819,"N/A","2022-06-04",NA,NA,NA,"G4.Scarabaeidae",2
"47",345,3,"Huat_NHMUK015580227-04","Huat_NHMUK015580227-04_thumbnail","Preserved tropical dry forest","Huat13","HNP 4","-96.203078","15.766389","N/A","2022-01-09",1,"13","13","2",NA,NA,NA,NA,NA,"NHMUK015580256-02_thumbnail","Preserved tropical dry forest","Huat12","HNP 3",-96.191631,15.766819,"N/A","2022-06-04",NA,NA,NA,"G5.Lampyridae",0
"48",345,3,"Huat_NHMUK015580227-04","Huat_NHMUK015580227-04_thumbnail","Preserved tropical dry forest","Huat13","HNP 4","-96.203078","15.766389","N/A","2022-01-09",1,"13","13","2",NA,NA,NA,NA,NA,"NHMUK015580256-02_thumbnail","Preserved tropical dry forest","Huat12","HNP 3",-96.191631,15.766819,"N/A","2022-06-04",NA,NA,NA,"Total.Individuals",19
"49",346,3,"Huat_NHMUK015580227-05","Huat_NHMUK015580227-05_thumbnail","Preserved tropical dry forest","Huat13","HNP 4","-96.203078","15.766389","N/A","2022-01-09",1,"13","13","2",NA,NA,NA,NA,NA,"NHMUK015580256-01_thumbnail","Preserved tropical dry forest","Huat12","HNP 3",-96.191631,15.766819,"N/A","2022-06-04",NA,NA,NA,"G1.Elateridae",0
"50",346,3,"Huat_NHMUK015580227-05","Huat_NHMUK015580227-05_thumbnail","Preserved tropical dry forest","Huat13","HNP 4","-96.203078","15.766389","N/A","2022-01-09",1,"13","13","2",NA,NA,NA,NA,NA,"NHMUK015580256-01_thumbnail","Preserved tropical dry forest","Huat12","HNP 3",-96.191631,15.766819,"N/A","2022-06-04",NA,NA,NA,"G2.Cerambycidae",0
"51",346,3,"Huat_NHMUK015580227-05","Huat_NHMUK015580227-05_thumbnail","Preserved tropical dry forest","Huat13","HNP 4","-96.203078","15.766389","N/A","2022-01-09",1,"13","13","2",NA,NA,NA,NA,NA,"NHMUK015580256-01_thumbnail","Preserved tropical dry forest","Huat12","HNP 3",-96.191631,15.766819,"N/A","2022-06-04",NA,NA,NA,"G3.Curculionidae",0
"52",346,3,"Huat_NHMUK015580227-05","Huat_NHMUK015580227-05_thumbnail","Preserved tropical dry forest","Huat13","HNP 4","-96.203078","15.766389","N/A","2022-01-09",1,"13","13","2",NA,NA,NA,NA,NA,"NHMUK015580256-01_thumbnail","Preserved tropical dry forest","Huat12","HNP 3",-96.191631,15.766819,"N/A","2022-06-04",NA,NA,NA,"G4.Scarabaeidae",0
"53",346,3,"Huat_NHMUK015580227-05","Huat_NHMUK015580227-05_thumbnail","Preserved tropical dry forest","Huat13","HNP 4","-96.203078","15.766389","N/A","2022-01-09",1,"13","13","2",NA,NA,NA,NA,NA,"NHMUK015580256-01_thumbnail","Preserved tropical dry forest","Huat12","HNP 3",-96.191631,15.766819,"N/A","2022-06-04",NA,NA,NA,"G5.Lampyridae",0
"54",346,3,"Huat_NHMUK015580227-05","Huat_NHMUK015580227-05_thumbnail","Preserved tropical dry forest","Huat13","HNP 4","-96.203078","15.766389","N/A","2022-01-09",1,"13","13","2",NA,NA,NA,NA,NA,"NHMUK015580256-01_thumbnail","Preserved tropical dry forest","Huat12","HNP 3",-96.191631,15.766819,"N/A","2022-06-04",NA,NA,NA,"Total.Individuals",6
"55",292,2,"Huat_NHMUK015580252-08","Huat_NHMUK015580252-08_thumbnail","Preserved tropical dry forest","Huat12","HNP 3","-96.191631","15.766819","N/A","2022-02-12",2,"12","26","3",NA,NA,NA,NA,NA,"NHMUK015580255-16_thumbnail","Preserved tropical dry forest","Huat11","HNP 2",-96.195547,15.769442,"N/A","2022-06-18",NA,NA,NA,"G1.Elateridae",0
"56",292,2,"Huat_NHMUK015580252-08","Huat_NHMUK015580252-08_thumbnail","Preserved tropical dry forest","Huat12","HNP 3","-96.191631","15.766819","N/A","2022-02-12",2,"12","26","3",NA,NA,NA,NA,NA,"NHMUK015580255-16_thumbnail","Preserved tropical dry forest","Huat11","HNP 2",-96.195547,15.769442,"N/A","2022-06-18",NA,NA,NA,"G2.Cerambycidae",0
"57",292,2,"Huat_NHMUK015580252-08","Huat_NHMUK015580252-08_thumbnail","Preserved tropical dry forest","Huat12","HNP 3","-96.191631","15.766819","N/A","2022-02-12",2,"12","26","3",NA,NA,NA,NA,NA,"NHMUK015580255-16_thumbnail","Preserved tropical dry forest","Huat11","HNP 2",-96.195547,15.769442,"N/A","2022-06-18",NA,NA,NA,"G3.Curculionidae",0
"58",292,2,"Huat_NHMUK015580252-08","Huat_NHMUK015580252-08_thumbnail","Preserved tropical dry forest","Huat12","HNP 3","-96.191631","15.766819","N/A","2022-02-12",2,"12","26","3",NA,NA,NA,NA,NA,"NHMUK015580255-16_thumbnail","Preserved tropical dry forest","Huat11","HNP 2",-96.195547,15.769442,"N/A","2022-06-18",NA,NA,NA,"G4.Scarabaeidae",0
"59",292,2,"Huat_NHMUK015580252-08","Huat_NHMUK015580252-08_thumbnail","Preserved tropical dry forest","Huat12","HNP 3","-96.191631","15.766819","N/A","2022-02-12",2,"12","26","3",NA,NA,NA,NA,NA,"NHMUK015580255-16_thumbnail","Preserved tropical dry forest","Huat11","HNP 2",-96.195547,15.769442,"N/A","2022-06-18",NA,NA,NA,"G5.Lampyridae",0
"60",292,2,"Huat_NHMUK015580252-08","Huat_NHMUK015580252-08_thumbnail","Preserved tropical dry forest","Huat12","HNP 3","-96.191631","15.766819","N/A","2022-02-12",2,"12","26","3",NA,NA,NA,NA,NA,"NHMUK015580255-16_thumbnail","Preserved tropical dry forest","Huat11","HNP 2",-96.195547,15.769442,"N/A","2022-06-18",NA,NA,NA,"Total.Individuals",1
"61",293,2,"Huat_NHMUK015580252-07","Huat_NHMUK015580252-07_thumbnail","Preserved tropical dry forest","Huat12","HNP 3","-96.191631","15.766819","N/A","2022-02-12",2,"12","26","3",NA,NA,NA,NA,NA,"NHMUK015580255-15_thumbnail","Preserved tropical dry forest","Huat11","HNP 2",-96.195547,15.769442,"N/A","2022-06-18",NA,NA,NA,"G1.Elateridae",0
"62",293,2,"Huat_NHMUK015580252-07","Huat_NHMUK015580252-07_thumbnail","Preserved tropical dry forest","Huat12","HNP 3","-96.191631","15.766819","N/A","2022-02-12",2,"12","26","3",NA,NA,NA,NA,NA,"NHMUK015580255-15_thumbnail","Preserved tropical dry forest","Huat11","HNP 2",-96.195547,15.769442,"N/A","2022-06-18",NA,NA,NA,"G2.Cerambycidae",10
"63",293,2,"Huat_NHMUK015580252-07","Huat_NHMUK015580252-07_thumbnail","Preserved tropical dry forest","Huat12","HNP 3","-96.191631","15.766819","N/A","2022-02-12",2,"12","26","3",NA,NA,NA,NA,NA,"NHMUK015580255-15_thumbnail","Preserved tropical dry forest","Huat11","HNP 2",-96.195547,15.769442,"N/A","2022-06-18",NA,NA,NA,"G3.Curculionidae",0
"64",293,2,"Huat_NHMUK015580252-07","Huat_NHMUK015580252-07_thumbnail","Preserved tropical dry forest","Huat12","HNP 3","-96.191631","15.766819","N/A","2022-02-12",2,"12","26","3",NA,NA,NA,NA,NA,"NHMUK015580255-15_thumbnail","Preserved tropical dry forest","Huat11","HNP 2",-96.195547,15.769442,"N/A","2022-06-18",NA,NA,NA,"G4.Scarabaeidae",0
"65",293,2,"Huat_NHMUK015580252-07","Huat_NHMUK015580252-07_thumbnail","Preserved tropical dry forest","Huat12","HNP 3","-96.191631","15.766819","N/A","2022-02-12",2,"12","26","3",NA,NA,NA,NA,NA,"NHMUK015580255-15_thumbnail","Preserved tropical dry forest","Huat11","HNP 2",-96.195547,15.769442,"N/A","2022-06-18",NA,NA,NA,"G5.Lampyridae",0
"66",293,2,"Huat_NHMUK015580252-07","Huat_NHMUK015580252-07_thumbnail","Preserved tropical dry forest","Huat12","HNP 3","-96.191631","15.766819","N/A","2022-02-12",2,"12","26","3",NA,NA,NA,NA,NA,"NHMUK015580255-15_thumbnail","Preserved tropical dry forest","Huat11","HNP 2",-96.195547,15.769442,"N/A","2022-06-18",NA,NA,NA,"Total.Individuals",10
"67",294,2,"Huat_NHMUK015580252-06","Huat_NHMUK015580252-06_thumbnail","Preserved tropical dry forest","Huat12","HNP 3","-96.191631","15.766819","N/A","2022-02-12",2,"12","26","3",NA,NA,NA,NA,NA,"NHMUK015580255-14_thumbnail","Preserved tropical dry forest","Huat11","HNP 2",-96.195547,15.769442,"N/A","2022-06-18",NA,NA,NA,"G1.Elateridae",0
"68",294,2,"Huat_NHMUK015580252-06","Huat_NHMUK015580252-06_thumbnail","Preserved tropical dry forest","Huat12","HNP 3","-96.191631","15.766819","N/A","2022-02-12",2,"12","26","3",NA,NA,NA,NA,NA,"NHMUK015580255-14_thumbnail","Preserved tropical dry forest","Huat11","HNP 2",-96.195547,15.769442,"N/A","2022-06-18",NA,NA,NA,"G2.Cerambycidae",0
"69",294,2,"Huat_NHMUK015580252-06","Huat_NHMUK015580252-06_thumbnail","Preserved tropical dry forest","Huat12","HNP 3","-96.191631","15.766819","N/A","2022-02-12",2,"12","26","3",NA,NA,NA,NA,NA,"NHMUK015580255-14_thumbnail","Preserved tropical dry forest","Huat11","HNP 2",-96.195547,15.769442,"N/A","2022-06-18",NA,NA,NA,"G3.Curculionidae",0
